id_transaccion,etiqueta,nodos_subgrafo,aristas_subgrafo,I1,I2,I3,I4,I5,J1,J2,J3,J4,J5,S_CLON,S_CNP,prediccion,explicacion
TXN_L_0507,legitima,62,90,0,1,0,0,0.0,1,0.3333,0.3333,0.3333,0.0,0.25,0.5333,cnp,β1·J1=0.35 | α2·I2=0.25 | β2·J2=0.083
TXN_L_0732,legitima,59,100,1,0,0,0,0.0,0,0.3333,0.3333,0.3333,0.0,0.35,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0366,legitima,32,42,1,0,0,0,0.0526,0,0.3333,0.3333,0.3333,0.0,0.3553,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_C_0002,clonacion,50,72,1,0,0,0,0.1364,0,0.3333,0.3333,0.3333,0.0,0.3636,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0861,legitima,42,68,1,0,0,1,0.087,0,0.3333,0.3333,0.3333,0.0,0.4587,0.1833,clonacion,α1·I1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_C_0003,clonacion,23,30,1,0,0,0,0.3636,0,0.3333,0.3333,0.3333,0.0,0.3864,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0649,legitima,52,86,1,0,0,0,0.0625,0,0.3333,0.3333,0.3333,0.0,0.3562,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_C_0023,clonacion,32,48,1,1,0,1,0.2,0,0.3333,0.3333,0.3333,0.0,0.72,0.1833,clonacion,α1·I1=0.35 | α2·I2=0.25 | α4·I4=0.1
TXN_L_0487,legitima,48,82,1,0,0,0,0.0,0,0.3333,0.3333,0.3333,0.0,0.35,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0852,legitima,40,66,0,0,0,0,0.1,1,0.3333,0.3333,0.3333,0.0,0.01,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0429,legitima,53,82,1,0,0,0,0.0,0,0.3333,0.3333,0.3333,0.0,0.35,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0710,legitima,29,52,1,0,0,1,0.0,0,0.3333,0.3333,0.3333,0.0,0.45,0.1833,clonacion,α1·I1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0191,legitima,58,88,1,0,0,0,0.0,0,0.3333,0.3333,0.3333,0.0,0.35,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0653,legitima,35,60,1,0,0,0,0.0,0,0.3333,0.3333,0.3333,0.0,0.35,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0592,legitima,46,90,1,0,0,0,0.0,0,0.3333,0.3333,0.3333,0.0,0.35,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0148,legitima,85,124,0,0,0,0,0.0444,1,0.3333,0.3333,0.3333,0.0755,0.0044,0.5409,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0269,legitima,62,92,0,0,0,1,0.0,1,0.3333,0.3333,0.3333,0.0,0.1,0.5333,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0835,legitima,67,110,1,0,0,1,0.0,0,0.3333,0.3333,0.3333,0.0,0.45,0.1833,clonacion,α1·I1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0865,legitima,57,114,1,0,0,0,0.0278,0,0.3333,0.3333,0.3333,0.0,0.3528,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0052,legitima,50,78,0,0,0,1,0.0,1,0.3333,0.3333,0.3333,0.0,0.1,0.5333,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0377,legitima,51,70,1,0,0,1,0.0,0,0.3333,0.3333,0.3333,0.3333,0.45,0.2166,clonacion,α1·I1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0632,legitima,47,80,1,0,0,0,0.1364,0,0.3333,0.3333,0.3333,0.0,0.3636,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0227,legitima,50,70,1,0,0,0,0.0,0,0.3333,0.3333,0.3333,0.3214,0.35,0.2155,indeterminado,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0706,legitima,47,64,1,0,0,0,0.1364,0,0.3333,0.3333,0.3333,0.0,0.3636,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0642,legitima,32,54,1,0,0,0,0.1176,0,0.3333,0.3333,0.3333,0.0,0.3618,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0446,legitima,65,90,1,0,0,0,0.0294,0,0.3333,0.3333,0.3333,0.3429,0.3529,0.2176,indeterminado,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0493,legitima,73,102,1,0,0,0,0.025,0,0.3333,0.3333,0.3333,0.1429,0.3525,0.1976,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0240,legitima,64,100,1,0,0,0,0.0278,0,0.3333,0.3333,0.3333,0.0,0.3528,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0336,legitima,43,60,1,0,0,0,0.0952,0,0.3333,0.3333,0.3333,0.0,0.3595,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0759,legitima,28,52,0,0,0,1,0.3636,1,0.3333,0.3333,0.3333,0.0,0.1364,0.5333,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0591,legitima,43,56,1,0,0,0,0.0952,0,0.3333,0.3333,0.3333,0.0,0.3595,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0156,legitima,50,70,0,0,0,1,0.0,1,0.3333,0.3333,0.3333,0.3214,0.1,0.5655,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0743,legitima,72,112,0,0,0,1,0.0233,1,0.3333,0.3333,0.3333,0.0,0.1023,0.5333,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_P_0002,cnp,90,114,0,0,0,0,0.025,1,0.3333,0.3333,0.3333,0.2553,0.0025,0.5588,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0635,legitima,35,66,0,0,0,0,0.1,1,0.3333,0.3333,0.3333,0.0,0.01,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0382,legitima,64,98,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.0,0.0,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0842,legitima,38,52,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.0,0.0,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0562,legitima,23,40,0,0,0,0,0.1429,1,0.3333,0.3333,0.3333,0.0,0.0143,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0681,legitima,63,94,0,0,0,1,0.0233,1,0.3333,0.3333,0.3333,0.0,0.1023,0.5333,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0128,legitima,45,70,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.0,0.0,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0417,legitima,43,56,1,0,0,0,0.1364,0,0.3333,0.3333,0.3333,0.0,0.3636,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0162,legitima,63,106,1,0,0,1,0.0556,0,0.3333,0.3333,0.3333,0.0,0.4556,0.1833,clonacion,α1·I1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0894,legitima,51,80,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.0,0.0,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0083,legitima,52,80,1,0,0,0,0.0,0,0.3333,0.3333,0.3333,0.0,0.35,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0228,legitima,49,72,0,0,0,0,0.0952,1,0.3333,0.3333,0.3333,0.0,0.0095,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0808,legitima,34,54,1,1,0,0,0.0667,0,0.3333,0.3333,0.3333,0.0,0.6067,0.1833,clonacion,α1·I1=0.35 | α2·I2=0.25 | β2·J2=0.083
TXN_L_0788,legitima,61,112,1,0,0,0,0.0233,0,0.3333,0.3333,0.3333,0.0,0.3523,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0307,legitima,38,56,1,0,0,1,0.0667,0,0.3333,0.3333,0.3333,0.0,0.4567,0.1833,clonacion,α1·I1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0624,legitima,36,56,1,0,0,0,0.1176,0,0.3333,0.3333,0.3333,0.0,0.3618,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0087,legitima,28,52,1,0,0,0,0.3636,0,0.3333,0.3333,0.3333,0.0,0.3864,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0199,legitima,60,102,0,0,0,0,0.0526,1,0.3333,0.3333,0.3333,0.0,0.0053,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0103,legitima,80,112,0,0,0,1,0.025,1,0.3333,0.3333,0.3333,0.15,0.1025,0.5483,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0845,legitima,51,84,0,0,0,0,0.1,1,0.3333,0.3333,0.3333,0.0,0.01,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0794,legitima,49,92,1,0,0,0,0.0435,0,0.3333,0.3333,0.3333,0.0,0.3543,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0365,legitima,28,38,0,0,0,1,0.0,1,0.3333,0.3333,0.3333,0.0,0.1,0.5333,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0785,legitima,72,114,0,0,0,1,0.0444,1,0.3333,0.3333,0.3333,0.087,0.1044,0.542,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0005,legitima,62,100,1,0,0,1,0.0385,0,0.3333,0.3333,0.3333,0.0,0.4538,0.1833,clonacion,α1·I1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0588,legitima,53,76,0,0,0,0,0.0625,1,0.3333,0.3333,0.3333,0.0,0.0063,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0542,legitima,55,90,0,0,0,1,0.0,1,0.3333,0.3333,0.3333,0.0,0.1,0.5333,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_C_0019,clonacion,39,54,1,0,0,0,0.1176,0,0.3333,0.3333,0.3333,0.0,0.3618,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0764,legitima,55,84,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.0,0.0,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0007,legitima,42,64,1,0,0,0,0.1,0,0.3333,0.3333,0.3333,0.0,0.36,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0717,legitima,50,66,0,0,0,0,0.0476,1,0.3333,0.3333,0.3333,0.0,0.0048,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0292,legitima,45,62,0,0,0,0,0.0476,1,0.3333,0.3333,0.3333,0.0,0.0048,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0376,legitima,63,98,1,0,0,0,0.0,0,0.3333,0.3333,0.3333,0.0,0.35,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0309,legitima,39,56,1,1,0,1,0.0,0,0.3333,0.3333,0.3333,0.0,0.7,0.1833,clonacion,α1·I1=0.35 | α2·I2=0.25 | α4·I4=0.1
TXN_L_0553,legitima,36,60,0,0,0,0,0.0667,1,0.3333,0.3333,0.3333,0.0,0.0067,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0372,legitima,45,72,0,0,0,1,0.0435,1,0.3333,0.3333,0.3333,0.0,0.1043,0.5333,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0341,legitima,54,98,0,0,0,0,0.087,1,0.3333,0.3333,0.3333,0.0,0.0087,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0130,legitima,52,70,0,0,0,1,0.0,1,0.3333,0.3333,0.3333,0.3214,0.1,0.5655,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0134,legitima,52,94,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.0,0.0,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0690,legitima,38,60,0,0,0,0,0.0435,1,0.3333,0.3333,0.3333,0.0,0.0043,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0816,legitima,64,104,0,0,0,1,0.0556,1,0.3333,0.3333,0.3333,0.0,0.1056,0.5333,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0859,legitima,77,122,0,0,0,0,0.0444,1,0.3333,0.3333,0.3333,0.0816,0.0044,0.5415,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0613,legitima,42,60,0,0,0,1,0.087,1,0.3333,0.3333,0.3333,0.0,0.1087,0.5333,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0354,legitima,40,64,0,0,0,0,0.1,1,0.3333,0.3333,0.3333,0.0,0.01,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0099,legitima,51,84,1,0,0,1,0.1,0,0.3333,0.3333,0.3333,0.0,0.46,0.1833,clonacion,α1·I1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0003,legitima,59,84,0,0,0,1,0.0,1,0.3333,0.3333,0.3333,0.3333,0.1,0.5666,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0432,legitima,60,100,1,0,0,0,0.0,0,0.3333,0.3333,0.3333,0.0,0.35,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0194,legitima,36,60,1,0,0,1,0.0667,0,0.3333,0.3333,0.3333,0.0,0.4567,0.1833,clonacion,α1·I1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0826,legitima,46,66,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.0,0.0,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_P_0013,cnp,85,108,0,0,0,0,0.0294,1,0.3333,0.3333,0.3333,0.383,0.0029,0.5716,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0595,legitima,31,42,1,0,0,0,0.1176,0,0.3333,0.3333,0.3333,0.0,0.3618,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0776,legitima,60,94,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.0,0.0,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0237,legitima,63,100,0,0,0,0,0.0233,1,0.3333,0.3333,0.3333,0.0,0.0023,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0734,legitima,35,66,0,0,0,0,0.1,1,0.3333,0.3333,0.3333,0.0,0.01,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0136,legitima,56,84,1,0,0,0,0.0278,0,0.3333,0.3333,0.3333,0.0,0.3528,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0367,legitima,45,62,1,0,0,1,0.08,0,0.3333,0.3333,0.3333,0.0,0.458,0.1833,clonacion,α1·I1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0793,legitima,35,56,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.0,0.0,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0202,legitima,59,80,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.0,0.0,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0161,legitima,54,80,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.0,0.0,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0751,legitima,51,90,1,0,0,1,0.0,0,0.3333,0.3333,0.3333,0.0,0.45,0.1833,clonacion,α1·I1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0020,legitima,59,76,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.2903,0.0,0.5623,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0247,legitima,29,46,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.0,0.0,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0383,legitima,51,74,1,0,0,0,0.0625,0,0.3333,0.3333,0.3333,0.0,0.3562,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0502,legitima,27,34,0,0,0,0,0.3636,1,0.3333,0.3333,0.3333,0.0,0.0364,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0815,legitima,33,42,0,0,0,1,0.0667,1,0.3333,0.3333,0.3333,0.0,0.1067,0.5333,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0880,legitima,61,112,1,0,0,0,0.0233,0,0.3333,0.3333,0.3333,0.0,0.3523,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0565,legitima,34,66,1,0,0,0,0.0,0,0.3333,0.3333,0.3333,0.0,0.35,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0310,legitima,77,104,0,0,0,0,0.025,1,0.3333,0.3333,0.3333,0.1277,0.0025,0.5461,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0824,legitima,33,56,0,0,0,0,0.1176,1,0.3333,0.3333,0.3333,0.0,0.0118,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_P_0035,cnp,75,98,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.3421,0.0,0.5675,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0352,legitima,29,52,0,0,0,1,0.0,1,0.3333,0.3333,0.3333,0.0,0.1,0.5333,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0058,legitima,21,40,0,0,0,0,0.2,1,0.3333,0.3333,0.3333,0.0,0.02,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0396,legitima,76,108,1,0,0,1,0.025,0,0.3333,0.3333,0.3333,0.1333,0.4525,0.1966,clonacion,α1·I1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0082,legitima,60,102,1,0,0,1,0.0526,0,0.3333,0.3333,0.3333,0.0,0.4553,0.1833,clonacion,α1·I1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0767,legitima,23,40,0,0,0,0,0.1429,1,0.3333,0.3333,0.3333,0.0,0.0143,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0805,legitima,68,108,1,0,0,0,0.0233,0,0.3333,0.3333,0.3333,0.0,0.3523,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0398,legitima,36,56,1,0,0,0,0.0,0,0.3333,0.3333,0.3333,0.0,0.35,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0479,legitima,37,74,0,0,0,1,0.0,1,0.3333,0.3333,0.3333,0.0,0.1,0.5333,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0485,legitima,61,98,1,0,0,0,0.0233,0,0.3333,0.3333,0.3333,0.0,0.3523,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0895,legitima,58,100,1,0,0,0,0.0,0,0.3333,0.3333,0.3333,0.0,0.35,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0053,legitima,36,52,1,0,0,1,0.0,0,0.3333,0.3333,0.3333,0.0,0.45,0.1833,clonacion,α1·I1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0177,legitima,72,104,0,0,0,1,0.0,1,0.3333,0.3333,0.3333,0.0,0.1,0.5333,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_P_0005,cnp,88,116,0,0,0,0,0.0444,1,0.3333,0.3333,0.3333,0.2075,0.0044,0.5541,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0363,legitima,49,66,0,0,0,0,0.08,1,0.3333,0.3333,0.3333,0.0,0.008,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0326,legitima,42,54,0,0,0,0,0.0526,1,0.3333,0.3333,0.3333,0.0,0.0053,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0550,legitima,59,98,1,0,0,0,0.0,0,0.3333,0.3333,0.3333,0.0,0.35,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0541,legitima,36,62,1,0,0,0,0.0,0,0.3333,0.3333,0.3333,0.0,0.35,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0321,legitima,53,82,1,0,0,1,0.0,0,0.3333,0.3333,0.3333,0.0,0.45,0.1833,clonacion,α1·I1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0515,legitima,60,78,1,0,0,0,0.0,0,0.3333,0.3333,0.3333,0.2571,0.35,0.209,indeterminado,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0687,legitima,37,62,0,0,0,0,0.0667,1,0.3333,0.3333,0.3333,0.0,0.0067,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0213,legitima,67,90,1,0,0,0,0.025,0,0.3333,0.3333,0.3333,0.1395,0.3525,0.1973,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0010,legitima,54,70,0,0,0,1,0.0,1,0.3333,0.3333,0.3333,0.3913,0.1,0.5724,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0896,legitima,59,98,1,0,0,0,0.0,0,0.3333,0.3333,0.3333,0.0,0.35,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0857,legitima,43,72,1,0,0,1,0.0,0,0.3333,0.3333,0.3333,0.0,0.45,0.1833,clonacion,α1·I1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_P_0031,cnp,68,90,0,0,0,0,0.0294,1,0.3333,0.3333,0.3333,0.4211,0.0029,0.5754,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0676,legitima,40,56,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.0,0.0,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0685,legitima,48,66,1,0,0,0,0.0952,0,0.3333,0.3333,0.3333,0.0,0.3595,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0201,legitima,38,60,1,0,0,0,0.1,0,0.3333,0.3333,0.3333,0.0,0.36,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0871,legitima,48,66,0,0,0,1,0.0,1,0.3333,0.3333,0.3333,0.375,0.1,0.5708,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0558,legitima,66,98,0,0,0,0,0.0233,1,0.3333,0.3333,0.3333,0.0,0.0023,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0516,legitima,54,64,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.3333,0.0,0.5666,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0482,legitima,42,58,0,0,0,0,0.087,1,0.3333,0.3333,0.3333,0.0,0.0087,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0590,legitima,44,70,1,0,0,1,0.0526,0,0.3333,0.3333,0.3333,0.0,0.4553,0.1833,clonacion,α1·I1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0535,legitima,59,92,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.0,0.0,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0063,legitima,55,78,1,0,0,0,0.0476,0,0.3333,0.3333,0.3333,0.0,0.3548,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0225,legitima,44,64,0,0,0,1,0.1364,1,0.3333,0.3333,0.3333,0.0,0.1136,0.5333,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0046,legitima,63,102,0,0,0,1,0.0,1,0.3333,0.3333,0.3333,0.0,0.1,0.5333,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0480,legitima,59,84,0,0,0,1,0.0,1,0.3333,0.3333,0.3333,0.0,0.1,0.5333,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0898,legitima,53,84,0,0,0,0,0.1,1,0.3333,0.3333,0.3333,0.0,0.01,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0555,legitima,69,106,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.0,0.0,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0587,legitima,71,108,0,0,0,0,0.0233,1,0.3333,0.3333,0.3333,0.0,0.0023,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0011,legitima,61,88,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.0,0.0,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
